销售单号,销售行号,商品条码,商品名称,销售数量,销售金额,实售单价,小包装数量,小包装单价,小包装条码,销售日期,单据类型,SHOP_ID,销售时间,更新时间
01201602060001,7009,6901028193863,芙蓉王（蓝）（条）,5.000000,1750.000000,350.000000,50.000000,35.0000000000,6901028193856,20160206,00,210202251576,20160206,20170326161400
01201602060001,7010,6901028180818,黄鹤楼（天下名楼）（条）,1.000000,160.000000,160.000000,10.000000,16.0000000000,6901028180801,20160206,00,210202251576,20160206,20170326161400
01201602060001,7011,6901028092951,人民大会堂（硬红）（条）,1.000000,130.000000,130.000000,10.000000,13.0000000000,6901028092944,20160206,00,210202251576,20160206,20170326161400
01201602060002,7012,6901028099783,长白山（神韵）（条）,14.000000,3080.000000,220.000000,140.000000,22.0000000000,6901028099776,20160206,00,210202251576,20160206,20170326161400
01201602060002,7013,6901028100137,长白山（揽胜）,1.000000,22.000000,22.000000,1.000000,22.000000,6901028100137,20160206,00,210202251576,20160206,20170326161400
01201602060002,7014,6901028100274,长白山（777）（条）,2.000000,300.000000,150.000000,20.000000,15.0000000000,6901028100267,20160206,00,210202251576,20160206,20170326161400
01201602060002,7015,6901028300063,南京（红）（条）,1.000000,120.000000,120.000000,10.000000,12.0000000000,6901028300056,20160206,00,210202251576,20160206,20170326161400
01201602060002,7016,6901028111270,南京（炫赫门）（条）,3.000000,480.000000,160.000000,30.000000,16.0000000000,6901028111263,20160206,00,210202251576,20160206,20170326161400
01201602060002,7017,6901028118170,利群（新版）,1.000000,14.000000,14.000000,1.000000,14.000000,6901028118170,20160206,00,210202251576,20160206,20170326161400
01201602060002,7018,6901028138161,万宝路（软红）（条）,1.000000,150.000000,150.000000,10.000000,15.0000000000,6901028138154,20160206,00,210202251576,20160206,20170326161400
01201602060002,7019,6901028084734,娇子（X龙韵）,1.000000,27.000000,27.000000,1.000000,27.000000,6901028084734,20160206,00,210202251576,20160206,20170326161400
01201602070001,7196,6901028047128,红梅（软黄）（条）,2.000000,90.000000,45.000000,20.000000,4.5000000000,6901028048125,20160207,00,210202251576,20160207,20170326161400
01201602070001,7197,6901028317177,玉溪（软）（条）,2.000000,460.000000,230.000000,20.000000,23.0000000000,6901028317122,20160207,00,210202251576,20160207,20170326161400
01201602070001,7198,6901028075770,中华（软）,1.000000,70.000000,70.000000,1.000000,70.000000,6901028075770,20160207,00,210202251576,20160207,20170326161400
01201602070001,7199,6901028075015,中华（硬）（条）,10.000000,4500.000000,450.000000,100.000000,45.0000000000,6901028075763,20160207,00,210202251576,20160207,20170326161400
01201602070001,7200,6901028073622,红双喜（硬上海）（条）,1.000000,110.000000,110.000000,10.000000,11.0000000000,6901028073615,20160207,00,210202251576,20160207,20170326161400
01201602070001,7201,6901028075862,牡丹（软）,3.000000,39.000000,13.000000,3.000000,13.000000,6901028075862,20160207,00,210202251576,20160207,20170326161400
01201602070001,7202,6901028180818,黄鹤楼（天下名楼）（条）,1.000000,160.000000,160.000000,10.000000,16.0000000000,6901028180801,20160207,00,210202251576,20160207,20170326161400
01201602070001,7203,6901028181785,红金龙（硬蓝爱你）,1.000000,9.000000,9.000000,1.000000,9.000000,6901028181785,20160207,00,210202251576,20160207,20170326161400
01201602070001,7204,6901028159746,泰山（心悦）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028159746,20160207,00,210202251576,20160207,20170326161400
01201602070001,7205,6901028111270,南京（炫赫门）（条）,2.000000,320.000000,160.000000,20.000000,16.0000000000,6901028111263,20160207,00,210202251576,20160207,20170326161400
01201602070001,7206,6901028024969,娇子（X）,2.000000,20.000000,10.000000,2.000000,10.000000,6901028024969,20160207,00,210202251576,20160207,20170326161400
01201602070001,7207,6901028084734,娇子（X龙韵）,4.000000,108.000000,27.000000,4.000000,27.000000,6901028084734,20160207,00,210202251576,20160207,20170326161400
01201602130001,7279,6901028317177,玉溪（软）（条）,2.000000,460.000000,230.000000,20.000000,23.0000000000,6901028317122,20160213,00,210202251576,20160213,20170326161400
01201602130001,7280,6901028100663,长白山（软红）,1.000000,10.500000,10.500000,1.000000,10.500000,6901028100663,20160213,00,210202251576,20160213,20170326161400
01201602130001,7281,6901028300056,南京（红）,1.000000,12.000000,12.000000,1.000000,12.000000,6901028300056,20160213,00,210202251576,20160213,20170326161400
01201602140001,7332,6901028045902,云烟（软珍品）,5.000000,115.000000,23.000000,5.000000,23.000000,6901028045902,20160214,00,210202251576,20160214,20170326161400
01201602140001,7333,6901028070133,中南海（软蓝色时光）（条）,1.000000,110.000000,110.000000,10.000000,11.0000000000,6901028070126,20160214,00,210202251576,20160214,20170326161400
01201602140001,7334,6901028100267,长白山（777）,1.000000,15.000000,15.000000,1.000000,15.000000,6901028100267,20160214,00,210202251576,20160214,20170326161400
01201602150001,7420,6901028047128,红梅（软黄）（条）,1.100000,49.500000,45.000000,11.000000,4.5000000000,6901028048125,20160215,00,210202251576,20160215,20170326161400
01201602150001,7421,6901028075022,中华（软）（条）,1.000000,700.000000,700.000000,10.000000,70.0000000000,6901028075770,20160215,00,210202251576,20160215,20170326161400
01201602150001,7422,6901028191111,白沙（精品二代）（条）,1.000000,110.000000,110.000000,10.000000,11.0000000000,6901028191098,20160215,00,210202251576,20160215,20170326161400
01201602150001,7423,6901028191425,白沙（绿和）（条）,2.000000,170.000000,85.000000,20.000000,8.5000000000,6901028191432,20160215,00,210202251576,20160215,20170326161400
01201602150001,7424,6901028180801,黄鹤楼（天下名楼）,2.000000,32.000000,16.000000,2.000000,16.000000,6901028180801,20160215,00,210202251576,20160215,20170326161400
01201602150001,7425,6901028071475,中南海（5mg）（条）,1.000000,100.000000,100.000000,10.000000,10.0000000000,6901028071468,20160215,00,210202251576,20160215,20170326161400
01201602150001,7426,6901028300056,南京（红）,1.000000,12.000000,12.000000,1.000000,12.000000,6901028300056,20160215,00,210202251576,20160215,20170326161400
01201602150001,7427,6901028111263,南京（炫赫门）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028111263,20160215,00,210202251576,20160215,20170326161400
01201602150001,7428,6901028111546,南京（雨花石）（条）,2.000000,1060.000000,530.000000,20.000000,53.0000000000,6901028111539,20160215,00,210202251576,20160215,20170326161400
01201602160001,7567,6901028315012,红塔山（软经典）（条）,1.000000,75.000000,75.000000,10.000000,7.5000000000,6901028315005,20160216,00,210202251576,20160216,20170326161400
01201602160001,7568,6901028075053,牡丹（软）（条）,2.000000,260.000000,130.000000,20.000000,13.0000000000,6901028075862,20160216,00,210202251576,20160216,20170326161400
01201602160001,7569,6901028100359,长白山（红）,2.000000,15.000000,7.500000,2.000000,7.500000,6901028100359,20160216,00,210202251576,20160216,20170326161400
01201602160001,7570,6901028111270,南京（炫赫门）（条）,2.000000,320.000000,160.000000,20.000000,16.0000000000,6901028111263,20160216,00,210202251576,20160216,20170326161400
01201602160001,7571,6901028118170,利群（新版）,1.000000,14.000000,14.000000,1.000000,14.000000,6901028118170,20160216,00,210202251576,20160216,20170326161400
01201602160001,7572,6901028001465,双喜（软国际）,3.000000,19.500000,6.500000,3.000000,6.500000,6901028001465,20160216,00,210202251576,20160216,20170326161400
01201602170001,7706,6901028317177,玉溪（软）（条）,2.300000,529.000000,230.000000,23.000000,23.0000000000,6901028317122,20160217,00,210202251576,20160217,20170326161400
01201602170001,7707,6901028075831,红双喜（硬8mg）,1.000000,8.500000,8.500000,1.000000,8.500000,6901028075831,20160217,00,210202251576,20160217,20170326161400
01201602170001,7708,6901028180580,黄鹤楼（软蓝）（条）,1.000000,190.000000,190.000000,10.000000,19.0000000000,6901028180573,20160217,00,210202251576,20160217,20170326161400
01201602170001,7709,6901028180757,黄鹤楼（硬雪之韵）（条）,2.000000,1000.000000,500.000000,20.000000,50.0000000000,6901028180740,20160217,00,210202251576,20160217,20170326161400
01201602170001,7710,6901028092326,人民大会堂（硬红细支）（条）,1.000000,160.000000,160.000000,10.000000,16.0000000000,6901028092319,20160217,00,210202251576,20160217,20170326161400
01201602170001,7711,6901028118170,利群（新版）,2.000000,28.000000,14.000000,2.000000,14.000000,6901028118170,20160217,00,210202251576,20160217,20170326161400
01201602180001,7842,6901028317122,玉溪（软）,1.000000,23.000000,23.000000,1.000000,23.000000,6901028317122,20160218,00,210202251576,20160218,20170326161400
01201602180001,7843,6901028315425,红塔山（硬经典100）,1.000000,10.000000,10.000000,1.000000,10.000000,6901028315425,20160218,00,210202251576,20160218,20170326161400
01201602180001,7844,6901028315104,红梅（软顺）（条）,1.000000,30.000000,30.000000,10.000000,3.0000000000,6901028315098,20160218,00,210202251576,20160218,20170326161400
01201602180001,7845,6901028045902,云烟（软珍品）,5.000000,115.000000,23.000000,5.000000,23.000000,6901028045902,20160218,00,210202251576,20160218,20170326161400
01201602180001,7846,6901028051880,云烟（神秘花园）（条）,1.000000,320.000000,320.000000,10.000000,32.0000000000,6901028051873,20160218,00,210202251576,20160218,20170326161400
01201602180001,7847,6901028075770,中华（软）,1.000000,70.000000,70.000000,1.000000,70.000000,6901028075770,20160218,00,210202251576,20160218,20170326161400
01201602180001,7848,6901028180801,黄鹤楼（天下名楼）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028180801,20160218,00,210202251576,20160218,20170326161400
01201602180001,7849,6901028300056,南京（红）,2.000000,24.000000,12.000000,2.000000,12.000000,6901028300056,20160218,00,210202251576,20160218,20170326161400
01201602180001,7850,6901028111263,南京（炫赫门）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028111263,20160218,00,210202251576,20160218,20170326161400
01201602180001,7851,6901028118187,利群（新版）（条）,1.000000,140.000000,140.000000,10.000000,14.0000000000,6901028118170,20160218,00,210202251576,20160218,20170326161400
01201602180001,7852,6901028137270,七匹狼（白）（条）,1.000000,75.000000,75.000000,10.000000,7.5000000000,6901028137287,20160218,00,210202251576,20160218,20170326161400
01201602180001,7853,4891132016504,红双喜（6mg）,1.000000,11.000000,11.000000,1.000000,11.000000,4891132016504,20160218,00,210202251576,20160218,20170326161400
IO001602180211,1943,6901028116183,苏烟（沉香）,30.000000,2142.260000,100.000000,30.000000,100.000000,6901028116183,20160218,00,210202251576,20160218131842,20170327002352
01201602190001,7987,6901028317245,玉溪（人民大会堂本香）,1.000000,21.000000,21.000000,1.000000,21.000000,6901028317245,20160219,00,210202251576,20160219,20170326161400
01201602190001,7988,6901028051873,云烟（神秘花园）,1.000000,32.000000,32.000000,1.000000,32.000000,6901028051873,20160219,00,210202251576,20160219,20170326161400
01201602190001,7989,6901028075015,中华（硬）（条）,1.000000,450.000000,450.000000,10.000000,45.0000000000,6901028075763,20160219,00,210202251576,20160219,20170326161400
01201602190001,7990,6901028075053,牡丹（软）（条）,1.000000,130.000000,130.000000,10.000000,13.0000000000,6901028075862,20160219,00,210202251576,20160219,20170326161400
01201602190001,7991,6901028193863,芙蓉王（蓝）（条）,1.000000,350.000000,350.000000,10.000000,35.0000000000,6901028193856,20160219,00,210202251576,20160219,20170326161400
01201602190001,7992,6901028189989,黄鹤楼（硬嘉禧缘）（条）,1.000000,200.000000,200.000000,10.000000,20.0000000000,6901028189972,20160219,00,210202251576,20160219,20170326161400
01201602190001,7993,6901028100359,长白山（红）,1.000000,7.500000,7.500000,1.000000,7.500000,6901028100359,20160219,00,210202251576,20160219,20170326161400
01201602190001,7994,6901028111270,南京（炫赫门）（条）,2.000000,320.000000,160.000000,20.000000,16.0000000000,6901028111263,20160219,00,210202251576,20160219,20170326161400
01201602190001,7995,6901028118187,利群（新版）（条）,1.100000,154.000000,140.000000,11.000000,14.0000000000,6901028118170,20160219,00,210202251576,20160219,20170326161400
01201602190001,7996,6901028131605,黄山（大红方印）（条）,1.000000,320.000000,320.000000,10.000000,32.0000000000,6901028131612,20160219,00,210202251576,20160219,20170326161400
01201602200001,8127,6901028048125,红梅（软黄）,2.000000,9.000000,4.500000,2.000000,4.500000,6901028048125,20160220,00,210202251576,20160220,20170326161400
01201602200001,8128,6901028317122,玉溪（软）,1.000000,23.000000,23.000000,1.000000,23.000000,6901028317122,20160220,00,210202251576,20160220,20170326161400
01201602200001,8129,6901028048675,玉溪（软小庄园）,1.000000,65.000000,65.000000,1.000000,65.000000,6901028048675,20160220,00,210202251576,20160220,20170326161400
01201602200001,8130,6901028046886,云烟（紫）,1.000000,10.000000,10.000000,1.000000,10.000000,6901028046886,20160220,00,210202251576,20160220,20170326161400
01201602200001,8131,6901028075053,牡丹（软）（条）,1.000000,130.000000,130.000000,10.000000,13.0000000000,6901028075862,20160220,00,210202251576,20160220,20170326161400
01201602200001,8132,6901028179065,黄鹤楼（软1916）（条）,2.000000,2000.000000,1000.000000,20.000000,100.0000000000,6901028179058,20160220,00,210202251576,20160220,20170326161400
01201602200001,8133,6901028180818,黄鹤楼（天下名楼）（条）,1.100000,176.000000,160.000000,11.000000,16.0000000000,6901028180801,20160220,00,210202251576,20160220,20170326161400
01201602200001,8134,6901028071468,中南海（5mg）,2.000000,20.000000,10.000000,2.000000,10.000000,6901028071468,20160220,00,210202251576,20160220,20170326161400
01201602200001,8135,6901028111263,南京（炫赫门）,2.000000,32.000000,16.000000,2.000000,16.000000,6901028111263,20160220,00,210202251576,20160220,20170326161400
01201602200001,8136,6901028301022,南京（十二钗中式混合型）（条）,1.000000,200.000000,200.000000,10.000000,20.0000000000,6901028301015,20160220,00,210202251576,20160220,20170326161400
01201602200001,8137,6901028165235,黄金叶（爱尚）,2.000000,32.000000,16.000000,2.000000,16.000000,6901028165235,20160220,00,210202251576,20160220,20170326161400
01201602200001,8138,6901028001465,双喜（软国际）,2.000000,13.000000,6.500000,2.000000,6.500000,6901028001465,20160220,00,210202251576,20160220,20170326161400
01201602200001,8139,8801116006434,爱喜（蓝）（条）,1.000000,130.000000,130.000000,10.000000,13.0000000000,8801116006427,20160220,00,210202251576,20160220,20170326161400
01201602210001,8267,6901028315012,红塔山（软经典）（条）,1.000000,75.000000,75.000000,10.000000,7.5000000000,6901028315005,20160221,00,210202251576,20160221,20170326161400
01201602210001,8268,6901028317122,玉溪（软）,4.000000,92.000000,23.000000,4.000000,23.000000,6901028317122,20160221,00,210202251576,20160221,20170326161400
01201602210001,8269,6901028314978,红塔山（硬经典）,1.000000,7.500000,7.500000,1.000000,7.500000,6901028314978,20160221,00,210202251576,20160221,20170326161400
01201602210001,8270,6901028046886,云烟（紫）,1.000000,10.000000,10.000000,1.000000,10.000000,6901028046886,20160221,00,210202251576,20160221,20170326161400
01201602210001,8271,6901028075862,牡丹（软）,4.000000,52.000000,13.000000,4.000000,13.000000,6901028075862,20160221,00,210202251576,20160221,20170326161400
01201602210001,8272,6901028180559,黄鹤楼（硬金砂）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028180559,20160221,00,210202251576,20160221,20170326161400
01201602210001,8273,6901028180801,黄鹤楼（天下名楼）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028180801,20160221,00,210202251576,20160221,20170326161400
01201602210001,8274,6901028091671,人民大会堂（国典1959）,1.000000,14.000000,14.000000,1.000000,14.000000,6901028091671,20160221,00,210202251576,20160221,20170326161400
01201602210001,8275,6901028157643,泰山（红将军）,2.000000,14.000000,7.000000,2.000000,7.000000,6901028157643,20160221,00,210202251576,20160221,20170326161400
01201602210001,8276,6901028100663,长白山（软红）,2.000000,21.000000,10.500000,2.000000,10.500000,6901028100663,20160221,00,210202251576,20160221,20170326161400
01201602210001,8277,6901028300056,南京（红）,1.000000,12.000000,12.000000,1.000000,12.000000,6901028300056,20160221,00,210202251576,20160221,20170326161400
01201602210001,8278,6901028300070,南京（佳品）,1.000000,15.000000,15.000000,1.000000,15.000000,6901028300070,20160221,00,210202251576,20160221,20170326161400
01201602210001,8279,6901028111263,南京（炫赫门）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028111263,20160221,00,210202251576,20160221,20170326161400
01201602210001,8280,6901028120692,利群（软长嘴）,2.000000,72.000000,36.000000,2.000000,36.000000,6901028120692,20160221,00,210202251576,20160221,20170326161400
01201602210001,8281,6901028118170,利群（新版）,2.000000,28.000000,14.000000,2.000000,14.000000,6901028118170,20160221,00,210202251576,20160221,20170326161400
01201602210001,8282,6901028131612,黄山（大红方印）,1.000000,32.000000,32.000000,1.000000,32.000000,6901028131612,20160221,00,210202251576,20160221,20170326161400
01201602220001,8399,6901028315012,红塔山（软经典）（条）,1.000000,75.000000,75.000000,10.000000,7.5000000000,6901028315005,20160222,00,210202251576,20160222,20170326161400
01201602220001,8400,6901028317177,玉溪（软）（条）,1.400000,322.000000,230.000000,14.000000,23.0000000000,6901028317122,20160222,00,210202251576,20160222,20170326161400
01201602220001,8401,6901028311151,云烟（软紫）,2.000000,21.000000,10.500000,2.000000,10.500000,6901028311151,20160222,00,210202251576,20160222,20170326161400
01201602220001,8402,6901028075770,中华（软）,1.000000,70.000000,70.000000,1.000000,70.000000,6901028075770,20160222,00,210202251576,20160222,20170326161400
01201602220001,8403,6901028075015,中华（硬）（条）,2.000000,900.000000,450.000000,20.000000,45.0000000000,6901028075763,20160222,00,210202251576,20160222,20170326161400
01201602220001,8404,6901028181785,红金龙（硬蓝爱你）,1.000000,9.000000,9.000000,1.000000,9.000000,6901028181785,20160222,00,210202251576,20160222,20170326161400
01201602220001,8405,6901028159753,泰山（心悦）（条）,1.000000,160.000000,160.000000,10.000000,16.0000000000,6901028159746,20160222,00,210202251576,20160222,20170326161400
01201602220001,8406,6901028071772,中南海（金8mg）（条）,4.000000,280.000000,70.000000,40.000000,7.0000000000,6901028071765,20160222,00,210202251576,20160222,20170326161400
01201602220001,8407,6901028100373,长白山（人参）,1.000000,15.000000,15.000000,1.000000,15.000000,6901028100373,20160222,00,210202251576,20160222,20170326161400
01201602220001,8408,6901028100267,长白山（777）,1.000000,15.000000,15.000000,1.000000,15.000000,6901028100267,20160222,00,210202251576,20160222,20170326161400
01201602220001,8409,6901028111263,南京（炫赫门）,2.000000,32.000000,16.000000,2.000000,16.000000,6901028111263,20160222,00,210202251576,20160222,20170326161400
01201602220001,8410,6901028118170,利群（新版）,1.000000,14.000000,14.000000,1.000000,14.000000,6901028118170,20160222,00,210202251576,20160222,20170326161400
01201602220001,8411,8801116006427,爱喜（蓝）,1.000000,13.000000,13.000000,1.000000,13.000000,8801116006427,20160222,00,210202251576,20160222,20170326161400
01201602230001,8525,6901028315012,红塔山（软经典）（条）,1.000000,75.000000,75.000000,10.000000,7.5000000000,6901028315005,20160223,00,210202251576,20160223,20170326161400
01201602230001,8526,6901028314978,红塔山（硬经典）,1.000000,7.500000,7.500000,1.000000,7.500000,6901028314978,20160223,00,210202251576,20160223,20170326161400
01201602230001,8527,6901028075015,中华（硬）（条）,2.000000,900.000000,450.000000,20.000000,45.0000000000,6901028075763,20160223,00,210202251576,20160223,20170326161400
01201602230001,8528,6901028075053,牡丹（软）（条）,1.300000,169.000000,130.000000,13.000000,13.0000000000,6901028075862,20160223,00,210202251576,20160223,20170326161400
01201602230001,8529,6901028190602,黄鹤楼（软雪之景）（条）,4.000000,560.000000,140.000000,40.000000,14.0000000000,6901028190596,20160223,00,210202251576,20160223,20170326161400
01201602230001,8530,6901028092951,人民大会堂（硬红）（条）,2.000000,260.000000,130.000000,20.000000,13.0000000000,6901028092944,20160223,00,210202251576,20160223,20170326161400
01201602230001,8531,6901028070133,中南海（软蓝色时光）（条）,1.000000,110.000000,110.000000,10.000000,11.0000000000,6901028070126,20160223,00,210202251576,20160223,20170326161400
01201602230001,8532,6901028300056,南京（红）,1.000000,12.000000,12.000000,1.000000,12.000000,6901028300056,20160223,00,210202251576,20160223,20170326161400
01201602230001,8533,6901028062329,南京（十二钗烤烟）（条）,1.000000,280.000000,280.000000,10.000000,28.0000000000,6901028062312,20160223,00,210202251576,20160223,20170326161400
01201602230001,8534,6901028301022,南京（十二钗中式混合型）（条）,1.000000,200.000000,200.000000,10.000000,20.0000000000,6901028301015,20160223,00,210202251576,20160223,20170326161400
01201602230001,8535,6901028118170,利群（新版）,2.000000,28.000000,14.000000,2.000000,14.000000,6901028118170,20160223,00,210202251576,20160223,20170326161400
01201602230001,8536,4891132016504,红双喜（6mg）,2.000000,22.000000,11.000000,2.000000,11.000000,4891132016504,20160223,00,210202251576,20160223,20170326161400
01201602240001,8676,6901028317177,玉溪（软）（条）,1.100000,253.000000,230.000000,11.000000,23.0000000000,6901028317122,20160224,00,210202251576,20160224,20170326161400
01201602240001,8677,6901028046886,云烟（紫）,1.000000,10.000000,10.000000,1.000000,10.000000,6901028046886,20160224,00,210202251576,20160224,20170326161400
01201602240001,8678,6901028311151,云烟（软紫）,2.000000,21.000000,10.500000,2.000000,10.500000,6901028311151,20160224,00,210202251576,20160224,20170326161400
01201602240001,8679,6901028075770,中华（软）,2.000000,140.000000,70.000000,2.000000,70.000000,6901028075770,20160224,00,210202251576,20160224,20170326161400
01201602240001,8680,6901028075145,红双喜（硬8mg）（条）,1.000000,85.000000,85.000000,10.000000,8.5000000000,6901028075831,20160224,00,210202251576,20160224,20170326161400
01201602240001,8681,6901028075053,牡丹（软）（条）,2.100000,273.000000,130.000000,21.000000,13.0000000000,6901028075862,20160224,00,210202251576,20160224,20170326161400
01201602240001,8682,6901028180559,黄鹤楼（硬金砂）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028180559,20160224,00,210202251576,20160224,20170326161400
01201602240001,8683,6901028188289,黄鹤楼（软鸿运）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028188289,20160224,00,210202251576,20160224,20170326161400
01201602240001,8684,6901028180818,黄鹤楼（天下名楼）（条）,2.100000,336.000000,160.000000,21.000000,16.0000000000,6901028180801,20160224,00,210202251576,20160224,20170326161400
01201602240001,8685,6901028099783,长白山（神韵）（条）,2.000000,440.000000,220.000000,20.000000,22.0000000000,6901028099776,20160224,00,210202251576,20160224,20170326161400
01201602240001,8686,6901028111263,南京（炫赫门）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028111263,20160224,00,210202251576,20160224,20170326161400
01201602240001,8687,6901028062329,南京（十二钗烤烟）（条）,1.000000,280.000000,280.000000,10.000000,28.0000000000,6901028062312,20160224,00,210202251576,20160224,20170326161400
01201602240001,8688,6901028118187,利群（新版）（条）,2.000000,280.000000,140.000000,20.000000,14.0000000000,6901028118170,20160224,00,210202251576,20160224,20170326161400
01201602240001,8689,6901028169677,黄金叶（金满堂）,2.000000,21.000000,10.500000,2.000000,10.500000,6901028169677,20160224,00,210202251576,20160224,20170326161400
01201602240001,8690,6901028001465,双喜（软国际）,3.000000,19.500000,6.500000,3.000000,6.500000,6901028001465,20160224,00,210202251576,20160224,20170326161400
01201602250001,8845,6901028315012,红塔山（软经典）（条）,1.000000,75.000000,75.000000,10.000000,7.5000000000,6901028315005,20160225,00,210202251576,20160225,20170326161400
01201602250001,8846,6901028047128,红梅（软黄）（条）,4.000000,180.000000,45.000000,40.000000,4.5000000000,6901028048125,20160225,00,210202251576,20160225,20170326161400
01201602250001,8847,6901028317177,玉溪（软）（条）,2.000000,460.000000,230.000000,20.000000,23.0000000000,6901028317122,20160225,00,210202251576,20160225,20170326161400
01201602250001,8848,6901028075862,牡丹（软）,4.000000,52.000000,13.000000,4.000000,13.000000,6901028075862,20160225,00,210202251576,20160225,20170326161400
01201602250001,8849,6901028180801,黄鹤楼（天下名楼）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028180801,20160225,00,210202251576,20160225,20170326161400
01201602250001,8850,6901028071765,中南海（金8mg）,3.000000,21.000000,7.000000,3.000000,7.000000,6901028071765,20160225,00,210202251576,20160225,20170326161400
01201602250001,8851,6901028100670,长白山（软红）（条）,1.000000,105.000000,105.000000,10.000000,10.5000000000,6901028100663,20160225,00,210202251576,20160225,20170326161400
01201602250001,8852,6901028300056,南京（红）,3.000000,36.000000,12.000000,3.000000,12.000000,6901028300056,20160225,00,210202251576,20160225,20170326161400
01201602250001,8853,6901028111270,南京（炫赫门）（条）,2.000000,320.000000,160.000000,20.000000,16.0000000000,6901028111263,20160225,00,210202251576,20160225,20170326161400
01201602250001,8854,6901028111539,南京（雨花石）,1.000000,53.000000,53.000000,1.000000,53.000000,6901028111539,20160225,00,210202251576,20160225,20170326161400
01201602250001,8855,6901028118170,利群（新版）,1.000000,14.000000,14.000000,1.000000,14.000000,6901028118170,20160225,00,210202251576,20160225,20170326161400
01201602250001,8856,6901028137270,七匹狼（白）（条）,1.000000,75.000000,75.000000,10.000000,7.5000000000,6901028137287,20160225,00,210202251576,20160225,20170326161400
01201602260001,9011,6901028315012,红塔山（软经典）（条）,3.000000,225.000000,75.000000,30.000000,7.5000000000,6901028315005,20160226,00,210202251576,20160226,20170326161400
01201602260001,9012,6901028317122,玉溪（软）,2.000000,46.000000,23.000000,2.000000,23.000000,6901028317122,20160226,00,210202251576,20160226,20170326161400
01201602260001,9013,6901028315425,红塔山（硬经典100）,1.000000,10.000000,10.000000,1.000000,10.000000,6901028315425,20160226,00,210202251576,20160226,20170326161400
01201602260001,9014,6901028314978,红塔山（硬经典）,1.000000,7.500000,7.500000,1.000000,7.500000,6901028314978,20160226,00,210202251576,20160226,20170326161400
01201602260001,9015,6901028046886,云烟（紫）,1.000000,10.000000,10.000000,1.000000,10.000000,6901028046886,20160226,00,210202251576,20160226,20170326161400
01201602260001,9016,6901028311465,红河（小熊猫世纪风）（条）,1.000000,100.000000,100.000000,10.000000,10.0000000000,6901028311458,20160226,00,210202251576,20160226,20170326161400
01201602260001,9017,6901028075053,牡丹（软）（条）,1.200000,156.000000,130.000000,12.000000,13.0000000000,6901028075862,20160226,00,210202251576,20160226,20170326161400
01201602260001,9018,6901028193504,芙蓉王（硬）（条）,1.000000,250.000000,250.000000,10.000000,25.0000000000,6901028193498,20160226,00,210202251576,20160226,20170326161400
01201602260001,9019,6901028179874,黄鹤楼（硬雅香）,3.000000,66.000000,22.000000,3.000000,22.000000,6901028179874,20160226,00,210202251576,20160226,20170326161400
01201602260001,9020,6901028180559,黄鹤楼（硬金砂）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028180559,20160226,00,210202251576,20160226,20170326161400
01201602260001,9021,6901028180801,黄鹤楼（天下名楼）,1.000000,16.000000,16.000000,1.000000,16.000000,6901028180801,20160226,00,210202251576,20160226,20170326161400
01201602260001,9022,6901028181785,红金龙（硬蓝爱你）,2.000000,18.000000,9.000000,2.000000,9.000000,6901028181785,20160226,00,210202251576,20160226,20170326161400
01201602260001,9023,6901028092944,人民大会堂（硬红）,1.000000,13.000000,13.000000,1.000000,13.000000,6901028092944,20160226,00,210202251576,20160226,20170326161400
01201602260001,9024,6901028100366,长白山（红）（条）,3.000000,225.000000,75.000000,30.000000,7.5000000000,6901028100359,20160226,00,210202251576,20160226,20170326161400
01201602260001,9025,6901028111263,南京（炫赫门）,4.000000,64.000000,16.000000,4.000000,16.000000,6901028111263,20160226,00,210202251576,20160226,20170326161400
01201602260001,9026,6901028118170,利群（新版）,1.000000,14.000000,14.000000,1.000000,14.000000,6901028118170,20160226,00,210202251576,20160226,20170326161400
01201602260001,9027,6901028165242,黄金叶（爱尚）（条）,1.000000,160.000000,160.000000,10.000000,16.0000000000,6901028165235,20160226,00,210202251576,20160226,20170326161400
01201602260001,9028,6901028084741,娇子（X龙韵）（条）,2.000000,540.000000,270.000000,20.000000,27.0000000000,6901028084734,20160226,00,210202251576,20160226,20170326161400
01201602260001,9029,8888075005159,建牌（薄荷1）,1.000000,16.000000,16.000000,1.000000,16.000000,8888075005159,20160226,00,210202251576,20160226,20170326161400
IO001602260220,2007,6901028116039,苏烟（瑞星）,40.000000,2105.570000,65.000000,40.000000,65.000000,6901028116039,20160226,00,210202251576,20160226133640,20170327002352
IO001602260220,2008,6901028084765,娇子（格调细支）,10.000000,129.300000,15.000000,10.000000,15.000000,6901028084765,20160226,00,210202251576,20160226133640,20170327002352
